family,order,occurrence_count,individual_count
Edelsteinaspididae,Corynexochida,66,33
Editiidae,Podocopida,8,4
Edmondiidae,Adapedonta,2744,1535
Edwardsiidae,Actiniaria,31001,85783
Effusibacillaceae,Tumebacillales,696,317
Eggerellidae,Textulariida,22595,4534
Eggerthellaceae,Coriobacteriales,5445,1
Eggysodontidae,Perissodactyla,25,
Egibacteraceae,Euzebyales,1104,
Egicoccaceae,Nitriliruptorales,252,
Egorovellidae,Palaeocopida,6,
Ehiravidae,Clupeiformes,3,23
Ehretiaceae,Boraginales,75700,5639483
Eiffellithaceae,Eiffellithales,1205,
Eimeriidae,Eucoccidiorida,11206,7168
Eirenidae,Leptothecata,5582,101741
Ekgmowechashalidae,Primates,35,11
Ektopodontidae,Diprotodontia,77,74
Elachisinidae,Littorinimorpha,908,1750
Elachistidae,Lepidoptera,102966,126855
Elachuridae,Passeriformes,3374,3798
Elaeagnaceae,Rosales,268814,503787
Elaeocarpaceae,Oxalidales,237369,75067
Elaeomyxaceae,Physarales,300,5
Elainellaceae,Elainellales,99,
Elakatotrichaceae,Klebsormidiales,2381,3908176
Elaphomycetaceae,Eurotiales,21329,38532
Elaphonematidae,Rhabditida,121,4
Elasmidae,Hymenoptera,373,188
Elasmonematidae,Trochida,285,600
Elasmostomatidae,Lithonida,84,81
Elassomatidae,Perciformes,7760,29880
Elateridae,Coleoptera,774038,519416
Elatinaceae,Malpighiales,56875,3565844
Elcanidae,Orthoptera,549,20
Electralbertidae,Trichoptera,1,
Electrentomidae,Psocodea,24,14
Electridae,Cheilostomatida,60217,4255853252
Electrocambalidae,Spirostreptida,12,12
Electrococcidae,Hemiptera,7,1
Electrotomidae,Hymenoptera,1,
Eledonidae,Octopoda,3695,3450
Eleginopsidae,Perciformes,1376,2215
Eleidae,Melicerititida,2686,3239
Elektraphididae,Hemiptera,39,1
Elementellidae,Cheilostomatida,30,14
Elenchidae,Strepsiptera,1083,698
Eleotridae,Perciformes,176185,5390895
Elephantidae,Proboscidea,65870,27003
Eleutherodactylidae,Anura,93383,43597
Eleutherornithidae,Struthioniformes,2,
Elianellaceae,Rhodogorgonales,2,1
Eligmidae,Ostreida,6,7
Elipsocidae,Psocodea,7313,4069
Elixiaceae,Umbilicariales,579,10
Elkaniidae,Lingulida,340,86
Elliidae,Diptera,12,
Ellinaphididae,Hemiptera,155,
Ellipsocephalidae,Ptychopariida,2033,708
Ellipsocephaloididae,Ptychopariida,147,172
Ellipsoidinidae,Polymorphinida,2046,467
Ellipsolagenidae,Polymorphinida,27298,4131
Ellipsosmiliidae,Scleractinia,4,
Elliptochthoniidae,Sarcoptiformes,2,2
Ellisellidae,Scleralcyonacea,16848,47178
Ellisinidae,Cheilostomatida,805,188
Ellisitidae,Heliolitina,5,
Ellobiidae,Ellobiida,103157,277330
Ellobiophryidae,Peritrichida,926,125
Ellobiopsidae,Ellobiopsida,8453,36
Ellopostomatidae,Cypriniformes,28,104
Elmidae,Coleoptera,453914,2965009
Elmoboriidae,Palaeodictyoptera,3,1
Elmoidae,Diaphanopterodea,25,10
Elodophthalmidae,Coleoptera,3,1
Elonidae,Stylommatophora,3908,972
Elopidae,Elopiformes,169595,5347361
Elphidiellidae,Rotaliida,1046,2666
Elphidiidae,Rotaliida,18983,59840
Elpidiidae,Elasipodida,85470,45041
Elsinoaceae,Myriangiales,12000,18
Elsteraceae,Elsterales,2387,5010
Elusimicrobiaceae,Elusimicrobiales,2748,
Elviniidae,Ptychopariida,2385,1402
Elytroneuridae,Blattodea,5,1
Emballonuridae,Chiroptera,63067,51718
Emberizidae,Passeriformes,8899133,34503385
Embiidae,Embioptera,377,178
Embiotocidae,Perciformes,48292,62789
Emblandidae,Littorinimorpha,109,46
Embletoniidae,Nudibranchia,466,4912
Emblingiaceae,Brassicales,79,2
Embolemidae,Hymenoptera,1480,1122
Embonychidae,Embioptera,1,1
Emcibacteraceae,Sphingomonadales,1005,2
Emiluviidae,Spumellaria,140,
Eminooeciidae,Cheilostomatida,351,1674
Emiratiidae,Phymosomatoida,589,354
Emmelichthyidae,Perciformes,8150,193566
Emmericiidae,Littorinimorpha,450,3510
Emmrichellidae,Ptychopariida,2,
Empetraceae,Ericales,20,1
Empheriidae,Psocodea,38,23
Empididae,Diptera,295769,418003
Emplectonematidae,Monostilifera,1351,1087
Emprostiotrematidae,Plagiorchiida,86,27
Empusidae,Mantodea,15264,4452
Emuellidae,Redlichiida,14,
Enaliarctidae,Carnivora,49,29
Enalloporidae,Fenestrida,101,16
Encalyptaceae,Encalyptales,63218,17791
Encephalitozoonidae,Glugeida,438,1
Enchelidiidae,Enoplida,1511,1090
Encheliidae,Anguilliformes,8,7
Enchelyidae,Haptorida,104,1
Enchodontidae,Aulopiformes,805,288
Encholaimidae,Dorylaimida,66,342
Enchytraeidae,Enchytraeida,116318,219647
Encrinidae,Encrinida,468,625
Encrinuridae,Phacopida,5759,2004
Encyclometridae,Plagiorchiida,234,275
Encyrtidae,Hymenoptera,83253,58919
Endecatomidae,Coleoptera,5,5
Endeidae,Pantopoda,1367,1455
Enderleinellidae,Psocodea,3564,1354
Endevouridae,Amphipoda,206,207
Endictyaceae,Melosirales,642,43
Endochytriaceae,Chytridiales,360,
Endocladiaceae,Gigartinales,12173,323
Endodontidae,Stylommatophora,5205,13411
Endogemmaceae,Jungermanniales,1255,85
Endogonaceae,Endogonales,3690,47
Endomelanconiopsidaceae,Botryosphaeriales,656,
Endomicrobiaceae,Endomicrobiales,7335,39
Endomycetaceae,Saccharomycetales,11,
Endomychidae,Coleoptera,39018,37483
Endomychides,Coleoptera,2,2
Endoraeciaceae,Pucciniales,716,
Endornaviridae,Martellivirales,502,
Endosphaeraceae,Chlamydomonadales,7,
Endosporiaceae,Myriangiales,60,
Endotebidae,Endothyrida,275,
Endothyranopsidae,Endothyrida,203,58
Endothyridae,Endothyrida,1288,101827
Endozoicomonadaceae,Pseudomonadales,17687,
Endromidae,Lepidoptera,22821,33058
Endymioniidae,Asaphida,56,75
Enenteridae,Plagiorchiida,358,142
Eneopteridae,Orthoptera,848,164
Engisopteridae,Megasecoptera,1,
Englathaumatidae,Mecoptera,2,
Engraulidae,Clupeiformes,461958,38088540
Engraulididae,Clupeiformes,49,181
Enicocephalidae,Hemiptera,4093,1726
Enidae,Stylommatophora,72168,70730
Enigmaeshnidae,Odonata,2,1
Eniochobothriidae,Lecanicephalidea,97,58
Eniochthoniidae,Sarcoptiformes,1200,4242
Enoplidae,Enoplida,926,692
Enoplocotylidae,Capsalidea,3,1
Enoplometopidae,Decapoda,471,175
Enoplosidae,Perciformes,8079,25904
Enoploteuthidae,Oegopsida,6944,28433
Ensiculiferaceae,Peridiniales,1406,104
Ensiferophasmatidae,Mantophasmatodea,1,
Entalinidae,Gadilida,15115,50969
Entalophoridae,Cyclostomatida,3011,5228
Entamoebidae,Amoebida,8464,1215
Entelodontidae,Artiodactyla,1044,1831
Entelopidae,Pilosa,1,
Enterobacteriaceae,Enterobacterales,246788,12980
Enterobacteriaceae_A,Enterobacterales_A,3595,
Enterococcaceae,Lactobacillales,17266,24
Enteroctopodidae,Octopoda,5528,2683
Enterocytozoonidae,Chytridiopsida,116,
Enterognathidae,Cyclopoida,44,25
Enteromyxidae,Bivalvulida,30,
Enteropsidae,Cyclopoida,175,319
Entobiidae,Cyclopoida,8,11
Entocytheridae,Podocopida,16487,12047
Entodiscidae,Philasterida,29,
Entodontaceae,Hypnales,45607,44245
Entogonitidae,Goniatitida,76,76
Entoliidae,Pectinida,2698,1423
Entolioididae,Pectinida,10,
Entolodontidae,Artiodactyla,113,24
Entolomataceae,Agaricales,307774,78676
Entomaspididae,Harpetida,33,
Entomobielziidae,Chordeumatida,6,
Entomobryidae,Entomobryomorpha,504293,177961
Entomoconchidae,Myodocopida,31,135
Entomolepididae,Siphonostomatoida,77,436
Entomoneidaceae,Surirellales,8492,151223
Entomophthoraceae,Entomophthorales,8243,2398
Entomoplasmataceae,Mycoplasmatales,254,12
Entomozoidae,Halocyprida,110,6
Entoniscidae,Isopoda,233,580
Entonyssidae,Mesostigmata,188,64
Entophilidae,Isopoda,27,38
Entophysalidaceae,Cyanobacteriales,345,35
Entopylaceae,Cyclophorales,274,33
Entorhipidiidae,Scuticociliatida,9,6
Entorrhizaceae,Entorrhizales,3112,62
Entosiphonidae,Entosiphonida,42,14
Entotheonellaceae,Entotheonellales,674,4294
Entrophosporaceae,Entrophosporales,3235,120
Entwisleiaceae,Entwisleiales,44,
Entylomataceae,Entylomatales,19146,6327
Entypesidae,Araneae,391,169
EnvOPS12,Anaerolineales,141,379
Eoannulariidae,Rotaliida,7,12
Eobelidae,Coleoptera,51,
Eoblattidae,Eoblattida,10,4
Eobuthidae,Scorpiones,6,
Eocaeciliaidae,Gymnophiona,5,10
Eocarcinidae,Decapoda,4,
Eocardiidae,Rodentia,244,56
Eocarididae,Decapoda,1,1
Eocharaceae,Charales,1,
Eocoraciidae,Coraciiformes,4,3
Eocorduliidae,Odonata,1,
Eocottidae,Perciformes,5,
Eocronartiaceae,Platygloeales,2750,1459
Eoctonidae,Scorpiones,8,3
Eocypraeidae,Littorinimorpha,723,625
Eocypselidae,Apodiformes,3,
Eodiscidae,Agnostida,1195,1739
Eoditomyiidae,Diptera,1,
Eoendothyranopsidae,Endothyrida,148,137
Eoglobigerinidae,Rotaliida,1299,68
Eogonioloboceratidae,Goniatitida,17,3
Eogruidae,Gruiformes,6,3
Eohypsibiidae,Parachela,287,5
Eoichneumonidae,Hymenoptera,20,
Eolepadidae,Pedunculata,271,38
Eolepidopterigidae,Lepidoptera,16,
Eolestidae,Odonata,6,2
Eolocustopsidae,Orthoptera,2,
Eomeropidae,Mecoptera,55,43
Eomoropidae,Perissodactyla,70,18
Eomyidae,Rodentia,20319,8431
Eomyiidae,Diptera,1,
Eomysticetidae,Artiodactyla,22,121
Eoobolidae,Lingulida,226,492
Eoparastaffellidae,Endothyrida,21,1
Eophasmidae,Desmoscolecida,1,
Eophlebomyiidae,Diptera,2,1
Eophliantidae,Amphipoda,175,409
Eopleciidae,Diptera,8,
Eoplectidae,Tetraodontiformes,1,
Eopolyneuridae,Diptera,2,
Eopsaltriidae,Passeriformes,1,
Eopsilodercidae,Araneae,9,6
Eopteriidae,Conocardiida,225,378
Eoptolamnidae,Lamniformes,131,35
Eorpidae,Mecoptera,13,
Eosagenitidae,Ceratitida,6,
Eosagrionidae,Odonata,1,
Eoscaphandridae,Cephalaspidea,763,1827
Eoscartarellidae,Hemiptera,2,
Eoschizodidae,Trigoniida,187,104
Eoscorpiidae,Scorpiones,50,14
Eoscutellidae,Echinolampadacea,54,31
Eosentomidae,Protura,9815,89
Eosestheriidae,Diplostraca,1,
Eoshumarditidae,Goniatitida,1,
Eosimiidae,Primates,15,1
Eosiphonidae,Neogastropoda,1438,1962
Eospilopteronidae,Orthoptera,2,1
Eostaffellidae,Fusulinida,280,99
Eostratiomyiidae,Diptera,1,
Eotomariidae,Pleurotomariida,15899,20007
Eotrigonodontidae,Tetraodontiformes,78,17
Eotrogulidae,Opiliones,1,
Eouvigerinidae,Rotaliida,713,167
Eovolutinidae,Parathuramminida,32,
Epacteriscidae,Calanoida,152,136
Epactozetidae,Sarcoptiformes,46,25
Epallagidae,Odonata,19,9
Epalxellidae,Odontostomatida,2972,1
Epaphroditidae,Mantodea,1618,82
Epedanidae,Opiliones,800,209
Epeoromimidae,Ephemeroptera,11,
Epermeniidae,Lepidoptera,11992,12633
Ephalmatoridae,Araneae,30,2
Ephedraceae,Ephedrales,82013,14757
Ephemeraceae,Pottiales,12017,2216
Ephemerellidae,Ephemeroptera,172037,946579
Ephemeridae,Ephemeroptera,92011,290786
Ephemerythidae,Ephemeroptera,631,634
Ephialtitidae,Hymenoptera,99,1
Ephippidae,Perciformes,25962,63976
Ephippioceratidae,Nautilida,87,21
Ephthianuridae,Passeriformes,1,
Ephydridae,Diptera,145055,232025
Epialtidae,Decapoda,71064,93231
Epibryaceae,Chaetothyriales,952,121
Epichrysomallidae,Hymenoptera,6,2
Epiclintidae,Stichotrichida,1100,23
Epicopeiidae,Lepidoptera,1076,208
Epicriidae,Mesostigmata,273,307
Epideigmatidae,Grylloblattodea,68,51
Epidermoptidae,Sarcoptiformes,1923,316
Epidiceratidae,Hippuritida,57,10
Epigambriidae,Neuroptera,2,1
Epigonidae,Perciformes,15805,36987
Epigridae,Littorinimorpha,377,81
Epilampridae,Blattodea,32,
Epiloboceridae,Decapoda,363,333
Epilohmanniidae,Sarcoptiformes,628,225
Epimarptidae,Lepidoptera,536,83
Epimerellidae,Sarcoptiformes,18,2
Epimeriidae,Amphipoda,5112,3374
Epimetopidae,Coleoptera,884,2032
Epimyodicidae,Trombidiformes,215,78
Epinannolenidae,Spirostreptida,2,1
Epinephelidae,Perciformes,187,35
Epiophlebiidae,Odonata,916,64
Epiphanidae,Ploima,925,2627
Epiphragmophoridae,Stylommatophora,2471,3280
Epiplocylididae,Choreotrichida,579,2728
Epipsocidae,Psocodea,2435,392
Epipygidae,Hemiptera,870,85
Epipyropidae,Lepidoptera,1468,136
Epirobiidae,Stylommatophora,186,452
Episactidae,Orthoptera,274,529
Episculitidae,Ceratitida,30,6
Epismiliidae,Scleractinia,63,32
Epistomariidae,Rotaliida,3665,2508
Epistomiidae,Cheilostomatida,458,84
Epistominidae,Robertinida,4812,2921
Epistylidae,Peritrichida,1374,
Epistylididae,Peritrichida,436,14057
Epithemiaceae,Rhopalodiales,4,2
Epizoanthidae,Zoantharia,8026,50705
Eponididae,Rotaliida,9773,8864
Epsilonematidae,Desmodorida,969,1725
Epulotrochidae,Trochida,109,48
Equidae,Perissodactyla,308469,611717
Equisetaceae,Equisetales,2219466,20176278
Eratoidae,Littorinimorpha,7492,8007
Erebidae,Lepidoptera,8384078,20682264
Erebonasteridae,Cyclopoida,54,317
Eremaeidae,Sarcoptiformes,4503,4253
Eremaeozetidae,Sarcoptiformes,109,41
Eremascaceae,Coryneliales,46,
Eremellidae,Sarcoptiformes,26,2
Eremiaphilidae,Mantodea,10227,2832
Eremiobacteraceae,Eremiobacterales,6,
Eremobatidae,Solifugae,6234,10423
Eremobelbidae,Sarcoptiformes,449,258
Eremochaetidae,Diptera,28,1
Eremosphaeraceae,Chlorellales,65,
Eremotheciaceae,Saccharomycetales,343,2
Eremulidae,Sarcoptiformes,752,527
Erennidae,Siphonophorae,123,31
Eresidae,Araneae,8924,3466
Erethistidae,Siluriformes,563,681
Erethizontidae,Rodentia,26341,5070
Ereuniidae,Scorpaeniformes,168,44
Ereynetidae,Trombidiformes,3126,825
Ergasilidae,Cyclopoida,2222,6834
Ergilornithidae,Gruiformes,6,3
Erhaiidae,Littorinimorpha,86,114
Ericaceae,Ericales,8136001,2024807038
Erichschmidtiidae,Odonata,2,
Eriditidae,Orthocerida,7,
Eridoconchidae,Palaeocopida,153,371
Eridotrypellidae,Trepostomatida,483,124
Erinaceidae,Erinaceomorpha,729781,300585
Eriocaulaceae,Poales,179463,31823
Eriococcidae,Hemiptera,12332,11287
Eriocottidae,Lepidoptera,1332,331
Eriocraniidae,Lepidoptera,18752,30084
Eriophyidae,Trombidiformes,129336,1216902
Eriopisidae,Amphipoda,19733,36682
Eriorhynchidae,Trombidiformes,37,2
Eriosomatidae,Hemiptera,65,62
Eriospermaceae,Asparagales,26,
Eriphiidae,Decapoda,8615,4716
Erirhinidae,Coleoptera,99,73
Ernanodontidae,Cingulata,10,34
Ernstillidae,Verongiida,33,39
Erodonidae,Myida,88,
Erotylidae,Coleoptera,137349,83397
Erpobdellidae,Arhynchobdellida,114179,205339
Erpodiaceae,Dicranales,4985,7103
Erratomycetaceae,Tilletiales,65,
Errhomenellidae,Hemiptera,17,
Errolichthyidae,Acipenseriformes,30,
Erugoniidae,Trigoniida,22,11
Erwiniaceae,Enterobacterales,8408,948
Erymidae,Decapoda,848,533
Erymnariidae,Rhynchonellida,182,28
Eryonidae,Decapoda,492,252
Erysipelotrichaceae,Erysipelotrichales,28618,29387
Erysiphaceae,Helotiales,256449,26019
Erythracaridae,Trombidiformes,3436,636
Erythraeidae,Trombidiformes,32029,4245
Erythrinidae,Characiformes,47356,409287
Erythrobacteraceae,Sphingomonadales,67750,157
Erythrobasidiaceae,Erythrobasidiales,1631,
Erythrocercidae,Passeriformes,5842,10495
Erythrogloeaceae,Diaporthales,1603,284
Erythropalaceae,Santalales,27184,18481
Erythropeltidaceae,Erythropeltidales,37,
Erythropodiidae,Scleralcyonacea,2902,251
Erythrosquillidae,Stomatopoda,3,1
Erythrotrichiaceae,Erythropeltidales,11024,1204
Erythroxylaceae,Malpighiales,122684,46614
Escadabiidae,Opiliones,100,28
Escalloniaceae,Escalloniales,50015,26393
Escavadodontidae,Pholidota,9,
Escharellidae,Cheilostomatida,6485,5102
Escharinidae,Cheilostomatida,2483,962
Escharoporidae,Cryptostomida,998,869
Escherbothriidae,Rhinebothriidea,140,98
Eschmeyeridae,Scorpaeniformes,2,1
Eschrichtiidae,Cetacea,31469,34382
Esoces,Esociformes,22,
Esocidae,Esociformes,718637,2368809
Esperiopsidae,Poecilosclerida,12239,3218
Estaingiidae,Ptychopariida,71,15
Estheriellidae,Diplostraca,3,
Esthonioporidae,Esthonioporata,253,84
Estrildidae,Passeriformes,4344370,21099371
Ethanoligenenaceae,Oscillospirales,444,4
Etheliaceae,Gigartinales,189,54
Etherellidae,Cystoporida,58,
Etheriidae,Unionida,485,624
Etheripectinidae,Pectinida,39,8
Ethmiidae,Lepidoptera,43534,42713
Ethmodiscaceae,Ethmodiscales,2418,1
Ethmolaimidae,Chromadorida,5849,644
Ethusidae,Decapoda,3008,3022
Etmopteridae,Squaliformes,44817,32491
Etyidae,Decapoda,95,106
Euagridae,Araneae,1824,1029
Euantennariaceae,Capnodiales,1567,2
Eubacteriaceae,Eubacteriales,8640,
Eubelidae,Isopoda,697,1515
Eubleptidae,Palaeodictyoptera,23,2
Eubranchidae,Nudibranchia,7745,7989
Eucaenidae,Protorthoptera,58,24
Eucalanidae,Calanoida,22955,32108
Eucalliacidae,Decapoda,302,10224
Eucalodiidae,Stylommatophora,1184,1112
Eucaudomyiidae,Diptera,2,
Euceratomycetaceae,Laboulbeniales,115,29
Euchaetidae,Calanoida,64320,334694
Eucharitidae,Hymenoptera,6333,2563
Eucharitinidae,Rhynchonellida,107,5
Euchauliodidae,Megaloptera,1,
Euchitoniidae,Spumellaria,2,2
Euchlanidae,Ploima,5883,100462
Euchondriidae,Pectinida,331,124
Eucinetidae,Coleoptera,2703,1527
Euclichthyidae,Gadiformes,734,1348
Eucnemidae,Coleoptera,59486,23836
Eucodoniidae,Anthoathecata,5,1
Eucoilidae,Hymenoptera,8085,7152
Eucoilinidae,Hymenoptera,1,3
Eucommiaceae,Garryales,3148,168
Eucomonymphidae,Trichonymphida,26,
Euconulidae,Stylommatophora,76976,121809
Eucopiidae,Lophogastrida,1045,1468
Eucotylidae,Plagiorchiida,146,73
Eucrateidae,Cheilostomatida,2185,1546
Eucratonychidae,Geophilomorpha,5,2
Eucricetodontidae,Rodentia,2,
Eucryptocaridae,Tanaidacea,5,
Euctenizidae,Araneae,1455,280
Eucyclidae,Seguenziida,796,763
Eucycloscalidae,Seguenziida,365,237
Eucyrtiidae,Nassellaria,49,
Eucytheridae,Podocopida,1660,1709
Eudactylinidae,Siphonostomatoida,429,4312
Eudaroniidae,Seguenziida,27,76
Eudendriidae,Anthoathecata,11919,1819
Eudesicrinidae,Millericrinida,13,6
Eudesiidae,Terebratulida,305,118
Eudigonidae,Chordeumatida,5,5
Eudiocrinidae,Comatulida,186,236
Eudrilidae,Crassiclitellata,1362,1694
Euduboscquellidae,Syndiniales,1806,
Euestheriidae,Diplostraca,19,78
Eugereonidae,Palaeodictyoptera,15,7
Euglenaceae,Euglenida,51660,903867
Euglycyphagidae,Sarcoptiformes,110,
Euglyphidae,Aconchulinida,6769,15778
Eugonatonotidae,Decapoda,343,480
Eugyridae,Scleractinia,100,
Euherdmaniidae,Aplousobranchia,330,56
Eukoeneniidae,Palpigradi,385,286
Eukrohniidae,Phragmophora,9998,114124
Eukulojidae,Palaeodictyoptera,12,
Eulepethidae,Phyllodocida,953,1250
Eulichadidae,Coleoptera,274,273
Eulimidae,Littorinimorpha,50334,92042
Eulimnogammaridae,Amphipoda,1768,515
Eulohmanniidae,Sarcoptiformes,521,319
Eulomidae,Ptychopariida,252,72
Eulophi,Hymenoptera,2,
Eulophidae,Hymenoptera,209574,192199
Euloxidae,Venerida,11,4
Eumastacidae,Orthoptera,3623,7926
Eumedonidae,Decapoda,6,2
Eumegacetidae,Plagiorchiida,26,22
Eumenidae,Hymenoptera,477780,202844
Eumetabolotoechiidae,Rhynchonellida,275,43
Eumorbaeschnidae,Odonata,13,2
Eumunididae,Decapoda,2317,3312
Eunemopsidae,Seguenziida,17,1
Eunicellidae,Malacalcyonacea,20469,5809
Eunicicolidae,Cyclopoida,173,127
Eunicidae,Eunicida,51185,78300
Eunotiaceae,Eunotiales,31726,710215
Eunotidae,Hymenoptera,20,9
Euoplozoidae,Cheilostomatida,22,3
Eupalopsellidae,Trombidiformes,175,81
Eupatagidae,Spatangoida,2197,1063
Eupelagonemidae,Diplonemida,4,
Eupelmidae,Hymenoptera,22962,16863
Eupetidae,Passeriformes,2312,2365
Euphaeidae,Odonata,15381,11984
Euphausiidae,Euphausiacea,206455,106549447
Euphorbiaceae,Malpighiales,5115801,4984601
Euphroniaceae,Malpighiales,695,225
Euphrosinidae,Amphinomida,3746,5275
Euphthiracaridae,Sarcoptiformes,16622,9988
Euphylliidae,Scleractinia,11060,1934
Euplectellidae,Lyssacinosida,13907,20635
Eupleridae,Carnivora,1073,212
Eupleuroceratidae,Goniatitida,2,
Euplexauridae,Malacalcyonacea,1668,326
Euplokamididae,Cydippida,110,5
Euplotidae,Euplotida,10558,904
Eupodidae,Trombidiformes,26240,20472
Eupomatiaceae,Magnoliales,6654,225
Euprimitiidae,Palaeocopida,169,182
Eupronoidae,Amphipoda,1214,3740
Eupsilobiidae,Coleoptera,25,6
Eupteleaceae,Ranunculales,7014,227
Eupterotidae,Lepidoptera,7405,3508
Eupyrgidae,Molpadida,268,211
Eurekiidae,Asaphida,697,636
Euremiscidae,Grylloblattodea,6,
Euretidae,Sceptrulophora,7192,9929
Eurhamphaeidae,Lobata,161,6
Eurhinodelphidae,Cetacea,596,562
Eurhinodelphinidae,Cetacea,602,529
Eurhodiidae,Echinolampadacea,589,1056
Eurhynchidae,Coleoptera,604,190
Euroniviridae,Nidovirales,3,
Euryalidae,Euryalida,4300,4452
Eurybrachidae,Hemiptera,2150,7617
Eurycercidae,Diplostraca,7795,33805
Eurychilinidae,Palaeocopida,177,128
Eurydesmatidae,Pectinida,1,
Eurygnathomyiidae,Diptera,55,48
Eurylaimidae,Passeriformes,91870,166240
Eurymelidae,Hemiptera,577,182
Eurymerodesmidae,Polydesmida,4,
Euryparasitidae,Mesostigmata,1,
Eurypatagidae,Spatangoida,899,649
Eurypauropodidae,Tetramerocerata,98,18
Eurypharyngidae,Saccopharyngiformes,2085,2171
Eurypholidae,Salmoniformes,342,334
Euryplacidae,Decapoda,4417,1781
Euryptilonidae,Grylloblattodea,60,26
Eurypygidae,Eurypygiformes,37854,47487
Euryrhynchidae,Decapoda,426,1729
Eurysquillidae,Stomatopoda,381,213
Eurystomatellidae,Scuticociliatida,130,
Eurystomellidae,Cheilostomatida,688,31
Eurystominidae,Enoplida,57,57
Euryteidae,Cyclopoida,364,2417
Eurytheneidae,Amphipoda,1550,1215
Eurytomidae,Hymenoptera,33096,33266
Euryuridae,Polydesmida,31,57
Euschmidtiidae,Orthoptera,518,487
Euscorpiidae,Scorpiones,4535,665
Eusiridae,Amphipoda,10182,84613
Eusparassidae,Araneae,1,1
Eustathiidae,Sarcoptiformes,2238,151
Eustheniidae,Plecoptera,5274,9856
Eustichiaceae,Dicranales,883,191
Eustigmataceae,Eustigmatales,1968,9118
Eutegaeidae,Sarcoptiformes,80,13154
Euteliidae,Lepidoptera,27547,10133
Eutetrarhynchidae,Trypanorhyncha,833,432
Euthemistidae,Odonata,5,
Euthyplociidae,Ephemeroptera,596,824
Euthyrisellidae,Cheilostomatida,285,231
